9.300000000000000711e+00,6.100000000000001421e+00
9.000000000000000000e+00,6.150000000000002132e+00
8.699999999999999289e+00,6.199999999999999289e+00
8.400000000000002132e+00,6.199999999999999289e+00
8.100000000000001421e+00,6.250000000000000000e+00
7.800000000000000711e+00,6.250000000000000000e+00
7.500000000000000000e+00,6.250000000000000000e+00
7.199999999999999289e+00,6.300000000000000711e+00
6.900000000000002132e+00,6.300000000000000711e+00
6.600000000000001421e+00,6.350000000000001421e+00
6.300000000000000711e+00,6.350000000000001421e+00
6.000000000000000000e+00,6.350000000000001421e+00
5.699999999999999289e+00,6.350000000000001421e+00
5.400000000000002132e+00,6.350000000000001421e+00
5.100000000000001421e+00,6.350000000000001421e+00
4.800000000000000711e+00,6.350000000000001421e+00
4.500000000000000000e+00,6.350000000000001421e+00
4.199999999999999289e+00,6.350000000000001421e+00
3.899999999999998579e+00,6.300000000000000711e+00
3.600000000000001421e+00,6.300000000000000711e+00
3.300000000000000711e+00,6.300000000000000711e+00
3.000000000000000000e+00,6.300000000000000711e+00
2.699999999999999289e+00,6.300000000000000711e+00
2.399999999999998579e+00,6.300000000000000711e+00
2.099999999999999645e+00,6.300000000000000711e+00
1.800000000000000711e+00,6.300000000000000711e+00
1.500000000000000000e+00,6.300000000000000711e+00
1.199999999999999289e+00,6.300000000000000711e+00
9.000000000000003553e-01,6.300000000000000711e+00
5.999999999999996447e-01,6.300000000000000711e+00
3.000000000000007105e-01,6.250000000000000000e+00
0.000000000000000000e+00,6.250000000000000000e+00
-3.000000000000007105e-01,6.250000000000000000e+00
-5.999999999999996447e-01,6.250000000000000000e+00
-9.000000000000003553e-01,6.199999999999999289e+00
-1.199999999999999289e+00,6.199999999999999289e+00
-1.500000000000000000e+00,6.199999999999999289e+00
-1.800000000000000711e+00,6.199999999999999289e+00
-2.099999999999999645e+00,6.199999999999999289e+00
-2.400000000000000355e+00,6.199999999999999289e+00
-2.699999999999999289e+00,6.199999999999999289e+00
