tstat,pval,mean_diff,steps
-13.66907242938608,3.8287328191186283e-35,-0.010501930749942403,4
-5.372574032467731,1.323817085994562e-07,-0.008050630105017269,6
-11.356753494005687,4.4101957573061327e-26,-0.024925975400019527,8
-20.75663388047062,2.2084730986515717e-65,-0.0662361718099828,10
-22.981804452637366,5.355167340018915e-75,-0.05014841106520179,12
7.028009195371246,9.151445839282098e-12,0.04213788999514234,14
,,,16
,,,18
,,,20
