2.163219336623925848e+00,6.447057075689885952e-01
2.100932730992533415e+00,6.447134544632862063e-01
2.039975898042502234e+00,6.451390575777248282e-01
1.979091435229642926e+00,6.460862046826856275e-01
1.919350479201389792e+00,6.476233053684312679e-01
1.860704152783689835e+00,6.497674910175794682e-01
1.801977963022618034e+00,6.525477729928612636e-01
1.744907046419942986e+00,6.558565788729678880e-01
1.688319916864716497e+00,6.597272723825516882e-01
1.632792972271706722e+00,6.640953284627740816e-01
1.578322031550468019e+00,6.689272891111174291e-01
1.525491824624964687e+00,6.741294088918752259e-01
1.473126608224315071e+00,6.797848154472391213e-01
1.422402570074086547e+00,6.857345078788663617e-01
1.372732513850518643e+00,6.920078842637360506e-01
1.324711493802824380e+00,6.984914148930742028e-01
1.277751348567541134e+00,7.052271265183680526e-01
1.232452115282807847e+00,7.120927289587917208e-01
1.188822610871682395e+00,7.190447354187552431e-01
1.146872369120953472e+00,7.260411188038499164e-01
1.106009779640429791e+00,7.331480784008875817e-01
1.066843942832159886e+00,7.402284395042539877e-01
1.029385865183953808e+00,7.472441734392132329e-01
9.930402680858181341e-01,7.542780255039593929e-01
9.578138986533264454e-01,7.613065997350011438e-01
9.237137258008299989e-01,7.683071722774851287e-01
8.907468948140701004e-01,7.752577023435157644e-01
8.589206834892539888e-01,7.821368427926014277e-01
8.276281229631667902e-01,7.890614207361356103e-01
7.968720987350749185e-01,7.960214885535409346e-01
7.660381513829472855e-01,8.031515228227569247e-01
7.351248567760063635e-01,8.104519327183981048e-01
7.023311309835424954e-01,8.183815287932569849e-01
6.678847518203545608e-01,8.269917900602158367e-01
6.321169419184232696e-01,8.363440840022672296e-01
5.954563826390864012e-01,8.465092491977823652e-01
5.573303370891934394e-01,8.579157299886391863e-01
5.186107451938875013e-01,8.707022997199977965e-01
4.794895793767004477e-01,8.854150465219741140e-01
4.413478750904765158e-01,9.025285596601331228e-01
4.056170730347326003e-01,9.230090502554338938e-01
3.731607376159516987e-01,9.482385790256687708e-01
3.448229336470818307e-01,9.783673762188954681e-01
3.209362892062387340e-01,1.011421757437851898e+00
2.999995151790015302e-01,1.046518914018766733e+00
2.811810679781489020e-01,1.082574865383352014e+00
2.646392717498275982e-01,1.118393206332040757e+00
2.506473585416291172e-01,1.153499747801517206e+00
2.391757324933367346e-01,1.189235230412780897e+00
2.316396628624086962e-01,1.224901245817912709e+00
2.991970832236738875e-01,1.305538009647259301e+00
2.526525873560529489e-01,1.298391470534404846e+00
2.555866217537849372e-01,1.299936095183059193e+00
2.590714120480175908e-01,1.301435750692394144e+00
2.627847895157186531e-01,1.302712285978985696e+00
2.671236531307676354e-01,1.303864788114924123e+00
2.717180941355405444e-01,1.304760125547315130e+00
2.770087628752572195e-01,1.305451447109569729e+00
2.835300119420328113e-01,1.305892895166887113e+00
2.904052828923858187e-01,1.305954340766523059e+00
2.986671225483835679e-01,1.305577001692741490e+00
